"Sport","Name","Height","Weight","Age"
"Swimming","Christopher Patrick Reid",198,98,20
"Football","Abbubaker Mobara",175,64,22
"Rowing","Lawrence Brittain",187,94,25
"Football","Lebohang Ester Ramalepe",155,48,24
"Gymnastics","Ryan Patterson",177,72,22
"Sailing","Roger Beresford Hudson",177,72,38
"Cycling","Kyle Dodd",178,80,22
"Football","Amanda Sinegugu Dlamini",162,61,28
"Rowing","Shaun Keeling",196,94,29
"Cycling","James Reid",180,70,24
"Football","Mothobi Mvala",182,76,22
"Judo","Zack Piontek",181,90,25
"Rugby Sevens","Albertus Stephanus ""Kwagga"" Smith",180,90,23
"Swimming","Sebastien Daniel Rousseau",190,86,25
"Athletics","Lebogang Shange",160,56,26
"Athletics","Wayde van Niekerk",183,70,24
"Rugby Sevens","Dylan Michael Sage",188,96,24
"Athletics","Lindsay Hanekom",178,66,23
"Football","Lebo Mothiba",181,69,20
"Rowing","Lee-Ann Persse",181,74,27
"Football","Tebogo Moerane",167,64,21
"Football","Mammello Makhabane",159,53,28
"Athletics","Tsholofelo Thipe (Selemela-)",153,55,29
"Football","Mulomowandau Erick Mathoho",190,76,26
"Athletics","Anaso Jobodwana",187,71,24
"Athletics","Tlotliso Gift Leotlela",178,74,18
"Swimming","Dylan Bosch",178,75,23
"Rugby Sevens","Franois Hougaard",179,93,28
"Football","Kwandakwensizwa Ishmael Mngonyama",184,79,22
"Swimming","Sebastien Daniel Rousseau",190,86,25
"Athletics","Clarence Munyai",170,65,18
"Swimming","Chad Ho",172,75,26
"Athletics","Sunette Stella Viljoen",170,72,32
"Swimming","Sebastien Daniel Rousseau",190,86,25
"Athletics","Lusapho Lesly April",172,50,34
"Athletics","Stefan Brits",183,72,24
"Athletics","Lynique Prinsloo",169,60,25
"Football","Aubrey Maphosa Modiba",172,64,21
"Sailing","Asenathi Jim",176,65,24
"Football","Roxanne Kimberly Barker",178,76,25
"Rugby Sevens","Timothy Ernest Victor Kwizera ""Tim"" Agaba",193,104,27
"Rugby Sevens","Justin Gilberto Geduld",175,78,22
"Rowing","James Thompson",182,70,29
"Football","Nompumelelo ""Mpumi"" Nyandeni",163,53,28
"Athletics","Le Roux Hamman",185,70,24
"Athletics","Dominique Scott",165,52,24
"Athletics","Willem Coertzen",186,79,33
"Rowing","Kate Christowitz",184,76,25
"Football","Leandra Wiloma Smeda",165,55,27
"Diving","Julia Catherine Vincent",154,57,21
"Football","Andile Eugene Fikizolo",175,69,22
"Rugby Sevens","Seabelo Mohanoe Senatla",177,82,23
"Sailing","Stefano Raffaele Marcia",178,80,22
"Rugby Sevens","Werner Kok",180,91,23
"Football","Nothando Vilakazi",155,55,27
"Athletics","Rocco van Rooyen",190,98,23
"Athletics","Anel Oosthuizen",167,55,21
"Swimming","Dylan Bosch",178,75,23
"Triathlon","Mari Rabie",171,60,29
"Rugby Sevens","Cheslin Kolbe",179,89,22
"Football","Sanah Modiehi Mollo",158,58,29
"Synchronized Swimming","Svetlana Konstantinovna Kolesnichenko",171,53,22
"Ski Jumping","Mikhail Mikhaylovoch Maksimochkin",179,68,20
"Fencing","Sofiya Aleksandrovna Velikaya",175,70,31
"Boxing","Andrey Viktorovich Zamkovoy",174,69,29
"Ski Jumping","Ilmir Rizatovich Khazetdinov",181,67,22
"Biathlon","Anton Vladimirovich Shipulin",185,82,26
"Gymnastics","Seda Gurgenovna Tutkhalyan",146,43,17
"Handball","Anna Viktorovna Vyakhireva",168,63,21
"Biathlon","Anton Vladimirovich Shipulin",185,82,26
"Canoeing","Roman Sergeyevich Anoshkin",192,95,28
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Canoeing","Marta Nikolayevna Kharitonova",167,62,31
"Ski Jumping","Ilmir Rizatovich Khazetdinov",181,67,22
"Ski Jumping","Ilmir Rizatovich Khazetdinov",181,67,22
"Gymnastics","Seda Gurgenovna Tutkhalyan",146,43,17
"Shooting","Sergey Igorevich Kamensky",178,73,28
"Cross Country Skiing","Irina Viktorovna Khazova (Artyomova-)",170,61,29
"Gymnastics","Seda Gurgenovna Tutkhalyan",146,43,17
"Beach Volleyball","Yevgeniya Nikolayevna Ukolova",181,66,27
"Gymnastics","Seda Gurgenovna Tutkhalyan",146,43,17
"Rhythmic Gymnastics","Anastasiya Ivanovna Maksimova",170,50,25
"Fencing","Sofiya Aleksandrovna Velikaya",175,70,31
"Cross Country Skiing","Irina Viktorovna Khazova (Artyomova-)",170,61,29
"Canoeing","Roman Sergeyevich Anoshkin",192,95,28
"Cross Country Skiing","Irina Viktorovna Khazova (Artyomova-)",170,61,29
"Freestyle Skiing","Nataliya Andreyevna Makagonova",175,58,21
"Biathlon","Yevgeny Romanovich Ustyugov",168,60,28
"Short Track Speed Skating","Sofya Sergeyevna Prosvirnova",167,60,16
"Boxing","Vladimir Olegovich Nikitin",165,56,26
"Gymnastics","Darya Sergeyevna Spiridonova",156,45,18
"Fencing","Yana Karapetovna Yegoryan",175,64,22
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
"Cycling","Denis Sergeyevich Dmitriyev",177,90,30
"Water Polo","Olga Konstantinovna Belova-Gorbunova",169,60,22
"Snowboarding","Nikolay Igorevich Olyunin",180,84,22
"Sailing","Lyudmila Vladimirovna Dmitriyeva",180,70,27
"Water Polo","Anna Vladimirovna Ustyukhina",177,70,27
"Swimming","Nataliya Vladimirovna Lovtsova",177,70,28
"Water Polo","Mariya Olegovna Borisova",184,95,19
"Speed Skating","Ivan Aleksandrovich Skobrev",187,85,30
"Swimming","Vsevolod Vladimirovich Zanko",190,85,21
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
"Luge","Albert Mikhaylovich Demchenko",185,95,42
"Luge","Aleksandr Vladimirovich Denisyev",189,100,22
"Cross Country Skiing","Nataliya Konstantinovna Matveyeva",168,56,27
"Cycling","Denis Sergeyevich Dmitriyev",177,90,30
"Water Polo","Yekaterina Valeryevna Prokofyeva",176,70,25
"Athletics","Darya Igorevna Klishina",180,57,25
"Canoeing","Dmitry Olegovich Larionov",185,84,30
"Swimming","Yevgeny Mikhaylovich Rylov",184,69,19
"Short Track Speed Skating","Tatyana Aleksandrovna Borodulina",160,52,29
"Luge","Yekaterina Sergeyevna Baturina",178,74,21
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
"Cycling","Pavel Sergeyevich Kochetkov",184,72,30
"Tennis","Teymuraz Beysikovich Gabashvili",188,83,31
"Golf","Maria Vitalyevna Verchenova (-Balikoeva-)",175,64,30
"Trampolining","Yana Vladimirovna Pavlova",156,51,20
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
"Short Track Speed Skating","Tatyana Aleksandrovna Borodulina",160,52,29
"Biathlon","Olga Vladimirovna Podchufarova",163,63,21
"Handball","Irina Valeryevna Bliznova",182,68,29
"Speed Skating","Angelina Romanovna Golikova",172,72,22
"Judo","Khasan Magometovich Khalmurzayev",182,81,22
"Biathlon","Olga Alekseyevna Zaytseva (-Augustin)",168,66,35
"Swimming","Vyacheslav Dmitriyevich Andrusenko",194,85,24
"Cross Country Skiing","Anastasiya Aleksandrovna Dotsenko",170,60,27
"Short Track Speed Skating","Tatyana Aleksandrovna Borodulina",160,52,29
"Equestrianism","Inessa Viktorovna Merkulova (Poturayeva-)",170,65,51
"Cross Country Skiing","Aleksandr Gennadyevich Legkov",177,65,30
"Cycling","Anastasiya Sergeyevna Voynova",162,62,23
"Swimming","Aleksandr Nikolayevich Sukhorukov",196,93,28
"Canoeing","Andrey Sergeyevich Kraytor",178,91,23
"Ice Hockey","Nikita Aleksandrovich Nikitin",193,89,27
"Snowboarding","Sergey Sergeyevich Tarasov",169,58,25
"Short Track Speed Skating","Viktor An",170,65,28
"Bobsleigh","Dmitry Vyacheslavovich Trunenkov",188,100,29
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Cross Country Skiing","Yevgeny Nikolayevich Belov",185,78,23
"Judo","Tagir Kamalutdinovich Khaybulayev",182,100,32
"Beach Volleyball","Dmitry Nikolayevich Barsuk",193,86,36
"Speed Skating","Olga Aleksandrovna Fatkulina",172,62,24
"Cycling","Anastasiya Sergeyevna Voynova",162,62,23
"Handball","Darya Yevgenyevna Dmitriyeva",178,74,20
"Cross Country Skiing","Yevgeny Nikolayevich Belov",185,78,23
"Skeleton","Sergey Sergeyevich Chudinov",186,81,30
"Biathlon","Olga Alekseyevna Zaytseva (-Augustin)",168,66,35
"Handball","Viktoriya Yuryevna Zhilinskayte",188,80,27
"Speed Skating","Aleksey Yuryevich Yesin",181,80,26
"Biathlon","Yevgeny Romanovich Ustyugov",168,60,28
"Wrestling","Soslan Lyudvikovich Ramonov",170,65,25
"Gymnastics","Mariya Valeryevna Paseka",161,48,21
"Shooting","Vladimir Anatolyevich Maslennikov",171,73,21
"Judo","Irina Yuryevna Dolgova",153,48,20
"Freestyle Skiing","Aleksey Andreyevich Pavlenko",171,63,18
"Synchronized Swimming","Yelena Gennadyevna Prokofyeva",171,54,22
"Swimming","Yevgeny Yuryevich Drattsev",180,74,33
"Water Polo","Anna Sergeyevna Grinyova",185,87,28
"Fencing","Yana Karapetovna Yegoryan",175,64,22
"Gymnastics","Seda Gurgenovna Tutkhalyan",146,43,17
"Sailing","Maksim Vladimirovich Oberemko",186,73,38
"Swimming","Aleksandr Nikolayevich Sukhorukov",196,93,28
"Volleyball","Anna Nikolayevna Malova",175,59,26
"Bobsleigh","Maksim Vladimirovich Mokrousov",184,94,30
"Equestrianism","Yevgeniya Aleksandrovna Ovchinnikova",170,49,31
"Short Track Speed Skating","Sofya Sergeyevna Prosvirnova",167,60,16
"Badminton","Vladimir Aleksandrovich Ivanov",201,93,29
"Speed Skating","Ivan Aleksandrovich Skobrev",187,85,30
"Speed Skating","Ivan Aleksandrovich Skobrev",187,85,30
"Snowboarding","Alyona Igorevna Zavarzina",175,60,24
"Ice Hockey","Valery Ivanovich Nichushkin",192,89,18
"Cross Country Skiing","Aleksandr Gennadyevich Legkov",177,65,30
"Handball","Anna Sergeyevna Sen",186,81,25
"Triathlon","Aleksandr Aleksandrovich Bryukhankov",184,79,29
"Diving","Yevgeny Vladimirovich Kuznetsov",170,64,26
"Luge","Vladislav Nikolayevich Antonov",179,80,22
"Wrestling","Aniuar Borisovich Geduyev",173,74,29
"Freestyle Skiing","Veronika Aleksandrovna Korsunova",169,63,21
"Volleyball","Yegor Vasilyevich Klyuka",208,93,21
"Biathlon","Anton Vladimirovich Shipulin",185,82,26
"Ice Hockey","Aleksandr Valeryevich Radulov",186,91,27
"Curling","Margarita Mikhaylovna Fomina",175,63,25
"Volleyball","Yelena Igorevna Yezhova (Kuzmina-)",178,69,38
"Ice Hockey","Ilya Valeryevich Kovalchuk",188,104,30
"Equestrianism","Yevgeniya Aleksandrovna Ovchinnikova",170,49,31
"Cross Country Skiing","Aleksandr Gennadyevich Legkov",177,65,30
"Short Track Speed Skating","Sofya Sergeyevna Prosvirnova",167,60,16
"Cycling","Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-)",175,61,36
"Volleyball","Aleksey Igoryevich Verbov",183,79,34
"Canoeing","Vasily Vladimirovich Pogreban",181,91,27
"Volleyball","Irina Andreyevna Fetisova",190,76,21
"Shooting","Yekaterina Viktorovna Korshunova",161,69,28
"Water Polo","Elvina Khaydaryanovna Karimova",166,62,22
"Luge","Vladislav Nikolayevich Antonov",179,80,22
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
"Volleyball","Artyom Sergeyevich Yermakov",188,80,34
"Cross Country Skiing","Yuliya Vladimirovna Chekalyova",165,60,30
"Triathlon","Anastasiya Aleksandrovna Abrosimova",164,51,26
"Biathlon","Dmitry Vladimirovich Malyshko",184,77,26
"Volleyball","Konstantin Anatolyevich Bakun",204,96,31
"Snowboarding","Alyona Igorevna Zavarzina",175,60,24
"Snowboarding","Pavel Sergeyevich Kharitonov",178,77,24
"Cross Country Skiing","Yuliya Vladimirovna Chekalyova",165,60,30
"Luge","Semyon Aleksandrovich Pavlichenko",180,91,22
"Swimming","Aleksey Sergeyevich Bryansky",192,82,18
"Canoeing","Pavel Pavlovich Eygel",178,81,26
"Cross Country Skiing","Aleksandr Andreyevich Bessmertnykh",182,78,27
"Archery","Tuyana Norpolovna Dashidorzhiyeva",169,57,20
"Ice Hockey","Yekaterina Sergeyevna Lebedeva",165,69,24
"Swimming","Aleksandr Vladimirovich Krasnykh",188,80,21
"Equestrianism","Marina Anatolyevna Aframeyeva",171,62,25
"Swimming","Ilya Andreyevich Druzhinin",173,63,18
"Swimming","Darya Vasilvyevna Mullakayeva",172,61,18
"Fencing","Inna Vasilyevna Deriglazova",173,61,26
"Ice Hockey","Artyom Alekseyevich Anisimov",192,82,25
"Bobsleigh","Lyudmila Vyacheslavovna Udobkina",178,84,29
"Ice Hockey","Aleksey Vladimirovich Tereshchenko",180,78,33
"Snowboarding","Nikita Alekseyevich Avtaneyev",183,73,18
"Swimming","Nataliya Vladimirovna Lovtsova",177,70,28
"Snowboarding","Stanislav Valeryevich Detkov",165,72,33
"Swimming","Vladimir Viktorovich Morozov",180,73,24
"Swimming","Vladimir Viktorovich Morozov",180,73,24
"Ice Hockey","Anna Sergeyevna Shibanova",164,62,19
"Short Track Speed Skating","Semyon Andreyevich Yelistratov",175,70,23
"Speed Skating","Olga Aleksandrovna Fatkulina",172,62,24
"Volleyball","Yekaterina Vadimovna Kosyanenko (Pankova-)",178,64,26
"Fencing","Pavel Vladimirovich Sukhov",179,75,28
"Ice Hockey","Tatyana Ivanovna Burina",163,68,33
"Swimming","Vyacheslav Dmitriyevich Andrusenko",194,85,24
"Figure Skating","Dmitry Vladimirovich Sovolyov",183,74,24
"Alpine Skiing","Kseniya Alekseyevna Alopina",165,60,21
"Fencing","Aida Vladimirovna Shanayeva",173,63,30
"Swimming","Ilya Andreyevich Khomenko",181,75,20
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Cross Country Skiing","Dmitry Semyonovich Yaparov",186,86,28
"Ice Hockey","Anna Vasilyevna Shchukina",171,76,26
"Ice Hockey","Anna Aleksandrovna Prugova",175,62,20
"Swimming","Aleksandr Vladimirovich Krasnykh",188,80,21
"Boxing","Adlan Aliyevich Abdurashidov",172,60,26
"Gymnastics","Darya Sergeyevna Spiridonova",156,45,18
"Sailing","Sergey Anatolyevich Komissarov",184,81,28
"Short Track Speed Skating","Tatyana Aleksandrovna Borodulina",160,52,29
"Short Track Speed Skating","Semyon Andreyevich Yelistratov",175,70,23
"Ski Jumping","Irina Andreyevna Avvakumova (Taktayeva-)",171,57,22
"Diving","Nadezhda Valeryevna Bazhina",170,59,28
"Volleyball","Dmitry Aleksandrovich Volkov",201,88,21
"Boxing","Mikhail Surenovich ""Misha"" Aloyan",164,52,27
"Cycling","Darya Mikhaylovna Shmelyova",164,64,21
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Wrestling","Davit Gochayevich Chakvetadze",174,85,23
"Biathlon","Aleksey Anatolyevich Volkov",176,68,25
"Speed Skating","Dmitry Vladimirovich Lobkov",178,81,33
"Shooting","Yekaterina Borisovna Rabaya",158,60,22
"Bobsleigh","Aleksey Ivanovich Voyevoda",195,105,33
"Swimming","Anton Mikhaylovich Chupkov",188,71,19
"Shooting","Yekaterina Viktorovna Korshunova",161,69,28
"Swimming","Svetlana Mikhaylovna Chimrova",173,61,20
"Fencing","Pavel Vladimirovich Sukhov",179,75,28
"Alpine Skiing","Aleksandr Viktorovich Khoroshilov",182,80,29
"Speed Skating","Yekaterina Aleksandrovna Lobysheva",178,69,28
"Skeleton","Aleksandr Vladimirovich Tretyakov",186,84,28
"Shooting","Aleksey Aleksandrovich Alipov",175,80,40
"Short Track Speed Skating","Olga Vladimirovna Belyakova",175,60,25
"Table Tennis","Aleksandr Igorevich Shibayev",192,80,25
"Figure Skating","Maksim Leonidovich Trankov",187,77,30
"Rowing","Artyom Vyacheslavovich Kosov",193,96,29
"Luge","Albert Mikhaylovich Demchenko",185,95,42
"Tennis","Yelena Sergeyevna Vesnina",180,60,30
"Ice Hockey","Yuliya Sergeyevna Leskina",178,76,22
"Swimming","Nataliya Vladimirovna Lovtsova",177,70,28
"Ice Hockey","Vyacheslav Leonidovich Voynov",180,78,24
"Cross Country Skiing","Aleksandr Andreyevich Bessmertnykh",182,78,27
"Snowboarding","Stanislav Valeryevich Detkov",165,72,33
"Fencing","Olga Aleksandrovna Kochneva",168,58,28
"Tennis","Svetlana Aleksandrovna Kuznetsova",174,73,31
"Ice Hockey","Aleksandr Valeryevich Syomin",189,95,29
"Biathlon","Dmitry Vladimirovich Malyshko",184,77,26
"Swimming","Nataliya Vladimirovna Lovtsova",177,70,28
"Swimming","Sofya Denisovna Andreyeva",178,64,18
"Figure Skating","Dmitry Vladimirovich Sovolyov",183,74,24
"Alpine Skiing","Yelena Dmitriyevna Yakovishina",170,65,21
"Ice Hockey","Galina Yuryevna Skiba",164,66,29
"Archery","Tuyana Norpolovna Dashidorzhiyeva",169,57,20
"Volleyball","Yana Valeryevna Shcherban",185,71,26
"Cycling","Darya Mikhaylovna Shmelyova",164,64,21
"Cycling","Darya Mikhaylovna Shmelyova",164,64,21
"Gymnastics","David Sagitovich Belyavsky",165,55,24
"Canoeing","Mikhail Nikolayevich Kuznetsov",174,72,31
"Biathlon","Yevgeny Romanovich Ustyugov",168,60,28
"Shooting","Anton Viktorovich Astakhov",176,85,29
"Trampolining","Dmitry Arkadyevich Ushakov",177,64,27
"Modern Pentathlon","Aleksandr Leonidovich Lesun",185,74,28
"Biathlon","Olga Alekseyevna Zaytseva (-Augustin)",168,66,35
"Swimming","Svetlana Mikhaylovna Chimrova",173,61,20
"Gymnastics","Ivan Alekseyevich Stretovich",170,59,19
"Shooting","Tatyana Valeryevna Barsuk",170,66,31
"Alpine Skiing","Yelena Dmitriyevna Yakovishina",170,65,21
"Gymnastics","Seda Gurgenovna Tutkhalyan",146,43,17
"Biathlon","Yevgeny Aleksandrovich Garanichev",169,68,25
"Fencing","Timur Marselevich Safin",182,82,23
"Cross Country Skiing","Anastasiya Aleksandrovna Dotsenko",170,60,27
"Speed Skating","Yekaterina Aleksandrovna Lobysheva",178,69,28
"Freestyle Skiing","Andrey Valeryevich Volkov",173,72,27
"Luge","Vladimir Vladimirovich Makhnutin",175,78,26
"Boxing","Anastasiya Yevgenyevna Belyakova",173,60,23
"Short Track Speed Skating","Olga Vladimirovna Belyakova",175,60,25
"Bobsleigh","Nadezhda Viktorovna Sergeyeva",178,70,26
"Freestyle Skiing","Timofey Vitalyevich Slivets",184,79,29
"Wrestling","Anzor Adamovich Boltukayev",180,97,30
"Cycling","Pavel Sergeyevich Kochetkov",184,72,30
"Fencing","Violetta Vitalyevna Kolobova",176,64,25
"Fencing","Vadim Vladimirovich Anokhin",192,91,24
"Fencing","Vadim Vladimirovich Anokhin",192,91,24
"Short Track Speed Skating","Vladimir Viktorovich Grigoryev",178,83,31
"Gymnastics","Ivan Alekseyevich Stretovich",170,59,19
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
"Swimming","Yevgeny Mikhaylovich Rylov",184,69,19
"Biathlon","Aleksey Anatolyevich Volkov",176,68,25
"Synchronized Swimming","Nataliya Sergeyevna Ishchenko",177,60,30
"Rhythmic Gymnastics","Vera Leonidovna Biryukova",168,47,18
"Alpine Skiing","Yelena Dmitriyevna Yakovishina",170,65,21
"Swimming","Darya Konstantinovna Ustinova",183,70,17
"Freestyle Skiing","Anastasiya Stanislavovna Chirtsova",160,60,23
"Shooting","Sergey Igorevich Kamensky",178,73,28
"Cross Country Skiing","Sergey Aleksandrovich Ustyugov",181,72,21
"Cross Country Skiing","Yuliya Vladimirovna Chekalyova",165,60,30
"Fencing","Lyubov Andreyevna Shutova",177,64,33
"Diving","Yekaterina Ilyinichna Petukhova",163,48,20
"Water Polo","Anna Olegovna Karnaukh",173,61,22
"Gymnastics","Ivan Alekseyevich Stretovich",170,59,19
"Speed Skating","Aleksey Yuryevich Yesin",181,80,26
"Biathlon","Anton Vladimirovich Shipulin",185,82,26
"Fencing","Anton Alekseyevich Avdeyev",174,85,29
"Wrestling","Viktor Nikolayevich Lebedev",164,57,28
"Cycling","Anastasiya Sergeyevna Voynova",162,62,23
"Wrestling","Abdul-Rashid Bulayevich Sadulayev",177,86,20
"Ice Hockey","Nikolay Vladimirovich Kulyomin",185,93,27
"Diving","Viktor Eduardovich Minibayev",173,63,25
"Freestyle Skiing","Aleksandr Aleksandrovich Smyshlyayev",170,74,26
"Swimming","Daniil Pavlovich Pakhomov",186,78,17
"Tennis","Andrey Aleksandrovich Kuznetsov",185,71,25
"Biathlon","Yevgeny Romanovich Ustyugov",168,60,28
"Biathlon","Yevgeny Romanovich Ustyugov",168,60,28
"Fencing","Violetta Vitalyevna Kolobova",176,64,25
"Ice Hockey","Anna Konstantinovna Shokhina",163,60,16
"Fencing","Aleksey Borisovich Cheremisinov",183,75,31
"Ice Hockey","Iya Viktorovna Gavrilova",170,63,26
"Short Track Speed Skating","Vladimir Viktorovich Grigoryev",178,83,31
"Swimming","Aleksandr Yevgenyevich Popkov",185,80,21
"Swimming","Nikita Konstantinovich Lobintsev",193,85,27
"Bobsleigh","Aleksandr Yuryevich Zubkov",189,102,39
"Speed Skating","Aleksey Yuryevich Yesin",181,80,26
"Boxing","Yevgeny Andreyevich Tishchenko",196,91,25
"Fencing","Sergey Viktorovich Khodos",197,87,30
"Volleyball","Vera Aleksandrovna Vetrova (Ulyakina-)",180,73,29
"Freestyle Skiing","Assol Vitalyevna Slivets",168,64,31
"Judo","Mikhail Sergeyevich Pulyayev",166,66,29
"Short Track Speed Skating","Valeriya Leonidovna Potyomkina-Reznik",167,63,28
"Cross Country Skiing","Yuliya Vladimirovna Chekalyova",165,60,30
"Swimming","Kirill Gennadyevich Prigoda",192,88,20
"Swimming","Aleksandr Vladimirovich Krasnykh",188,80,21
"Short Track Speed Skating","Vladimir Viktorovich Grigoryev",178,83,31
"Ice Hockey","Pavel Valeryevich Datsyuk",180,86,35
"Speed Skating","Dmitry Vladimirovich Lobkov",178,81,33
"Ice Hockey","Viktor Vasilyevich Tikhonov",185,77,25
"Wrestling","Sergey Viktorovich Semyonov",187,130,20
"Biathlon","Dmitry Vladimirovich Malyshko",184,77,26
"Tennis","Darya Sergeyevna Kasatkina",170,62,19
"Speed Skating","Denis Anatolyevich Koval",177,78,22
"Short Track Speed Skating","Valeriya Leonidovna Potyomkina-Reznik",167,63,28
"Wrestling","Yekaterina Borisovna Bukina",174,75,29
"Fencing","Lyubov Andreyevna Shutova",177,64,33
"Handball","Tatyana Vladimirova Yerokhina",185,73,31
"Judo","Renat Malikovich Saidov",210,101,27
"Biathlon","Olga Alekseyevna Zaytseva (-Augustin)",168,66,35
"Swimming","Veronika Andreyevna Popova",182,68,25
"Gymnastics","Ivan Alekseyevich Stretovich",170,59,19
"Taekwondo","Anastasiya Vladimirovna Baryshnikova",173,67,25
"Biathlon","Yevgeny Aleksandrovich Garanichev",169,68,25
"Beach Volleyball","Konstantin Sergeyevich Semyonov",210,101,27
"Swimming","Aleksandr Sergeyevich Sadovnikov",193,85,19
"Handball","Viktoriya Viktorovna Kalinina",183,74,27
"Handball","Mayya Andreyevna Petrova (Kaverina-)",178,71,34
"Biathlon","Dmitry Vladimirovich Malyshko",184,77,26
"Swimming","Andrey Vladimirovich Grechin",199,99,28
"Swimming","Viktoriya Olegovna Andreyeva",190,74,24
"Triathlon","Aleksandra Germanovna Razaryonova",168,56,26
"Diving","Ilya Leonidovich Zakharov",177,70,25
"Freestyle Skiing","Yegor Vadimovich Korotkov",180,77,27
"Swimming","Rozaliya Khaydyarovna Nasretdinova",180,66,19
"Skeleton","Olga Viktorovna Potylitsyna",169,62,24
"Cross Country Skiing","Ilya Grigoryevich Chernousov",175,75,27
"Gymnastics","Darya Sergeyevna Spiridonova",156,45,18
"Swimming","Veronika Andreyevna Popova",182,68,25
"Luge","Vladislav Gennadyevich Yuzhakov",185,90,28
"Cross Country Skiing","Yevgeniya Anatolyevna Shapovalova",168,57,27
"Swimming","Anastasiya Sergeyevna Krapivina",170,56,21
"Swimming","Andrey Vladimirovich Grechin",199,99,28
"Ice Hockey","Yevgeny Vladimirovich Medvedev",189,86,31
"Gymnastics","Angelina Romanovna Melnikova",151,44,16
"Bobsleigh","Nikolay Nikolayevich Khrenkov",185,95,29
"Bobsleigh","Aleksandr Vladimirovich Kasyanov",184,102,30
"Speed Skating","Artyom Valentinovich Kuznetsov",177,78,26
"Short Track Speed Skating","Valeriya Leonidovna Potyomkina-Reznik",167,63,28
"Cycling","Yevgeny Viktorovich Komarov",175,78,27
"Fencing","Yuliya Petrovna Gavrilova",169,56,27
"Swimming","Nikita Konstantinovich Lobintsev",193,85,27
"Skeleton","Yelena Valeryevna Nikitina",169,57,21
"Bobsleigh","Aleksandr Yuryevich Zubkov",189,102,39
"Biathlon","Olga Alekseyevna Zaytseva (-Augustin)",168,66,35
"Ski Jumping","Dmitry Viktorovich Vasilyev",178,67,34
"Cycling","Aleksey Yuryevich Kurbatov",185,74,22
"Shooting","Denis Aleksandrovich Kulakov",174,80,33
"Bobsleigh","Maksim Eduardovich Belugin",197,115,28
"Volleyball","Irina Andreyevna Voronkova",190,84,20
"Bobsleigh","Aleksey Sergeyevich Pushkaryov",182,90,27
"Luge","Aleksandr Vladimirovich Peretyagin",180,75,22
"Gymnastics","Aliya Farkhatovna Mustafina",162,48,21
"Equestrianism","Aleksandr Ivanovich Markov",179,70,31
"Boxing","Vasily Mikhaylovich Yegorov",162,49,22
"Shooting","Sergey Igorevich Kamensky",178,73,28
"Judo","Denis Nikolayevich Yartsev",176,73,25
"Wrestling","Roman Andreyevich Vlasov",175,75,25
"Freestyle Skiing","Pavel Nikolayevich Korpachov",170,65,28
"Cross Country Skiing","Yuliya Anatolyevna Ivanova",158,56,28
"Cross Country Skiing","Aleksey Yevgenyevich Petukhov",176,82,30
"Rhythmic Gymnastics","Margarita Abdullayevna Mamun",170,50,20
"Snowboarding","Valery Yevgenyevich Kolegov",170,75,18
"Synchronized Swimming","Gelena Dmitriyevna Topilina",175,56,22
"Shooting","Aleksey Vasilyevich Klimov",182,88,40
"Swimming","Vladimir Viktorovich Morozov",180,73,24
"Canoeing","Yevgeny Vyacheslavovich Lukantsov",187,91,24
"Swimming","Aleksandr Sergeyevich Sadovnikov",193,85,19
"Tennis","Svetlana Aleksandrovna Kuznetsova",174,73,31
"Speed Skating","Yekaterina Vladimirovna Shikhova",172,63,28
"Nordic Combined","Yevgeny Dmitriyevich Klimov",174,60,20
"Swimming","Viktoriya Olegovna Andreyeva",190,74,24
"Cross Country Skiing","Olga Valeryevna Kuzyukova",170,62,28
"Cross Country Skiing","Olga Valeryevna Kuzyukova",170,62,28
"Speed Skating","Olga Aleksandrovna Fatkulina",172,62,24
"Nordic Combined","Niyaz Gabdulkhanovich Nabeyev",183,68,24
"Cycling","Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-)",175,61,36
"Figure Skating","Maksim Leonidovich Trankov",187,77,30
"Diving","Kristina Alekseyevna Ilyinykh",173,56,21
"Diving","Ilya Leonidovich Zakharov",177,70,25
"Tennis","Yekaterina Valeryevna Makarova",176,65,28
"Swimming","Anton Mikhaylovich Chupkov",188,71,19
"Wrestling","Valeriya Sergeyevna Zholobova-Koblova",164,58,23
"Cross Country Skiing","Yuliya Anatolyevna Ivanova",158,56,28
"Snowboarding","Valery Yevgenyevich Kolegov",170,75,18
"Volleyball","Andrey Viktorovich Ashchev",202,105,33
"Gymnastics","Nikolay Yulyevich Kuksenkov",172,65,27
