"Sport","Name","Height","Weight","Age"
"Beach Volleyball","Nikita Andreyevich Lyamin",203,90,30
"Alpine Skiing","Mariya Andreyevna Bedaryova",170,70,21
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Synchronized Swimming","Nataliya Sergeyevna Ishchenko",177,60,30
"Swimming","Yevgeny Mikhaylovich Rylov",184,69,19
"Synchronized Swimming","Svetlana Alekseyevna Romashina",173,57,26
"Gymnastics","Angelina Romanovna Melnikova",151,44,16
"Wrestling","Milana Kamilkhanovna Dadasheva",165,48,21
"Swimming","Yaroslav Vladimirovich Potapov",188,72,17
"Swimming","Rozaliya Khaydyarovna Nasretdinova",180,66,19
"Synchronized Swimming","Alla Anatolyevna Shishkina",170,54,27
"Luge","Aleksandr Vladimirovich Denisyev",189,100,22
"Freestyle Skiing","Anna Pavlovna Mirtova",157,47,21
"Shooting","Vladimir Aleksandrovich Goncharov",167,59,39
"Biathlon","Olga Alekseyevna Zaytseva (-Augustin)",168,66,35
"Fencing","Aleksey Andreyevich Yakimenko",184,80,32
"Figure Skating","Vera Yevgenyevna Bazarova",158,46,21
"Speed Skating","Yekaterina Vladimirovna Shikhova",172,63,28
"Judo","Nataliya Yuryevna Kuzyutina",160,52,27
"Cross Country Skiing","Dmitry Semyonovich Yaparov",186,86,28
"Handball","Anna Sergeyevna Sedoykina",184,74,32
"Short Track Speed Skating","Semyon Andreyevich Yelistratov",175,70,23
"Swimming","Darya Yaroslavovna Chikunova",177,59,17
"Judo","Kseniya Eduardovna Chibisova",186,78,28
"Wrestling","Islam Kurbanovich Magomedov",182,98,25
"Shooting","Albina Ildusovna Shakirova",165,50,29
"Bobsleigh","Aleksey Aleksandrovich Negodaylo",189,98,24
"Boxing","Vitaly Vladimirovich Dunaytsev",174,64,24
"Cross Country Skiing","Yuliya Anatolyevna Ivanova",158,56,28
"Fencing","Tatyana Yuryevna Logunova",174,62,36
"Rhythmic Gymnastics","Anastasiya Alekseyevna Tatareva",165,44,19
"Swimming","Veronika Andreyevna Popova",182,68,25
"Ice Hockey","Aleksandra Vitalyevna Kapustina",166,74,29
"Biathlon","Anton Vladimirovich Shipulin",185,82,26
"Handball","Olga Sergeyevna Levina-Akopyan",176,63,31
"Speed Skating","Yekaterina Vladimirovna Shikhova",172,63,28
"Shooting","Vladimir Aleksandrovich Goncharov",167,59,39
"Swimming","Viktoriya Olegovna Andreyeva",190,74,24
"Volleyball","Anastasiya Sergeyevna Samoylenko (Shlyakhovaya-)",192,69,25
"Shooting","Vasily Aleksandrovich Mosin",180,82,44
"Diving","Nikita Dmitriyevich Shleykher",168,66,18
"Triathlon","Igor Andreyevich Polyansky",191,72,26
"Handball","Yekaterina Aleksandrovna Marennikova",176,70,34
"Bobsleigh","Olga Olegovna Fyodorova-Stulneva",172,75,30
"Shooting","Darya Olegovna Vdovina",156,49,26
"Trampolining","Andrey Dmitriyevich Yudin",175,70,20
"Fencing","Aleksey Borisovich Cheremisinov",183,75,31
"Luge","Tatyana Ivanovna Ivanova",173,70,22
"Swimming","Veronika Andreyevna Popova",182,68,25
"Taekwondo","Albert Aleksandrovich Gaun",183,80,24
"Luge","Nataliya Vladimirovna Khoreva",168,95,27
"Gymnastics","Darya Sergeyevna Spiridonova",156,45,18
"Modern Pentathlon","Donata Rimait",176,62,28
"Ski Jumping","Dmitry Viktorovich Vasilyev",178,67,34
"Nordic Combined","Ivan Aleksandrovich Panin",172,61,26
"Biathlon","Yana Sergeyevna Romanova",166,61,30
"Skeleton","Mariya Sergeyevna Orlova",170,72,25
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Alpine Skiing","Vladislav Dmitriyevich Novikov",170,75,20
"Freestyle Skiing","Aleksandra Andreyevna Orlova",162,55,16
"Snowboarding","Andrey Sergeyevich Boldykov",175,85,30
"Alpine Skiing","Stepan Olegovich Zuyev",189,90,25
"Swimming","Yuliya Andreyevna Yefimova",178,64,24
"Gymnastics","Angelina Romanovna Melnikova",151,44,16
"Bobsleigh","Aleksey Ivanovich Voyevoda",195,105,33
"Synchronized Swimming","Svetlana Alekseyevna Romashina",173,57,26
"Short Track Speed Skating","Olga Vladimirovna Belyakova",175,60,25
"Swimming","Grigory Arkadyevich Tarasevich",190,75,21
"Speed Skating","Yekaterina Aleksandrovna Lobysheva",178,69,28
"Speed Skating","Anna Andreyevna Chernova",168,57,21
"Ice Hockey","Yekaterina Vladimirovna Pashkevich",174,74,41
"Shooting","Darya Olegovna Vdovina",156,49,26
"Canoeing","Ilya Anatolyevich Shtokalov",185,95,29
"Swimming","Semyon Vladimirovich Makovich",180,76,21
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Canoeing","Kirill Igorevich Lyapunov",180,81,30
"Biathlon","Yevgeny Aleksandrovich Garanichev",169,68,25
"Biathlon","Yevgeny Aleksandrovich Garanichev",169,68,25
"Nordic Combined","Ivan Aleksandrovich Panin",172,61,26
"Fencing","Nikolay Anatolyevich Kovalyov",177,74,29
"Speed Skating","Olga Borisovna Graf",160,56,30
"Alpine Skiing","Sergey Vladimirovich Maytakov",184,77,24
"Nordic Combined","Yevgeny Dmitriyevich Klimov",174,60,20
"Ice Hockey","Inna Nikolayevna Dyubanok",170,74,23
"Freestyle Skiing","Ilya Alekseyevich Burov",174,76,22
"Volleyball","Artyom Aleksandrovich Volvich",208,96,26
"Boxing","Yaroslava Ivanovna Yakushina",170,75,23
"Speed Skating","Yekaterina Aleksandrovna Lobysheva",178,69,28
"Snowboarding","Aleksey Aleksandrovich Sobolev",175,69,22
"Wrestling","Nataliya Vitalyevna Vorobyova",174,69,25
"Volleyball","Sergey Yuryevich Grankin",195,96,31
"Cross Country Skiing","Yuliya Anatolyevna Ivanova",158,56,28
"Judo","Irina Aleksandrovna Zabludina",160,57,29
"Equestrianism","Aleksandr Ivanovich Markov",179,70,31
"Cross Country Skiing","Olga Valeryevna Kuzyukova",170,62,28
"Fencing","Anton Alekseyevich Avdeyev",174,85,29
"Freestyle Skiing","Pavel Vadimovich Krotov",168,70,21
"Ice Hockey","Yevgeny Vladimirovich Malkin",192,86,27
"Ice Hockey","Aleksandr Aleksandrovich Popov",178,79,33
"Ice Hockey","Yekaterina Anatolyevna Smolina",164,54,25
"Bobsleigh","Pyotr Aleksandrovich Moiseyev",190,89,27
"Fencing","Tatyana Yuryevna Logunova",174,62,36
"Short Track Speed Skating","Viktor An",170,65,28
"Judo","Yekaterina Igorevna Valkova",167,63,25
"Volleyball","Sergey Yuryevich Tetyukhin",197,89,40
"Speed Skating","Yekaterina Vladimirovna Shikhova",172,63,28
"Curling","Anna Vladimirovna Sidorova",179,55,23
"Biathlon","Yekaterina Yevgenyevna Shumilova",173,57,27
"Biathlon","Yana Sergeyevna Romanova",166,61,30
"Figure Skating","Yevgeny Viktorovich Plyushchenko",178,72,31
"Ice Hockey","Aleksey Vyacheslavovich Yemelin",186,101,27
"Shooting","Vitalina Igorevna Batsarashkina",162,60,19
"Swimming","Anastasiya Valeryevna Zuyeva-Fesikova",182,71,26
"Swimming","Yuliya Andreyevna Yefimova",178,64,24
"Wrestling","Inna Vyacheslavovna Trazhukova",170,63,25
"Volleyball","Nataliya Olegovna Goncharova-Obmochayeva",194,75,27
"Ice Hockey","Yekaterina Vyacheslavovna Smolentseva",176,64,32
"Boxing","Artyom Nikolayevich Chebotaryov",184,75,27
"Sailing","Stefaniya Aleksandrovna Elfutina",170,59,19
"Shooting","Vitalina Igorevna Batsarashkina",162,60,19
"Swimming","Anastasiya Valeryevna Zuyeva-Fesikova",182,71,26
"Wrestling","Bilyal Valeryevich Makhov",200,125,28
"Triathlon","Mariya Sergeyevna Shorets",166,55,25
"Swimming","Vladimir Viktorovich Morozov",180,73,24
"Badminton","Nataliya Andreyevna Perminova",164,55,24
"Bobsleigh","Maksim Eduardovich Belugin",197,115,28
"Short Track Speed Skating","Semyon Andreyevich Yelistratov",175,70,23
"Diving","Nikita Dmitriyevich Shleykher",168,66,18
"Sailing","Denis Belyanovich Gribanov",190,74,30
"Volleyball","Igor Andreyevich Kobzar",198,86,25
"Volleyball","Irina Vladimirovna Zaryazhko",196,78,24
"Alpine Skiing","Aleksandr ""Alek"" Glebov",180,84,30
"Snowboarding","Yekaterina Sergeyevna Ilyukhina",157,60,26
"Volleyball","Aleksandr Aleksandrovich Volkov",210,90,31
"Cross Country Skiing","Ilya Grigoryevich Chernousov",175,75,27
"Canoeing","Aleksandr Yevgenyevich Lipatov",184,77,35
"Swimming","Grigory Arkadyevich Tarasevich",190,75,21
"Archery","Kseniya Vitalyevna Perova",169,77,27
"Short Track Speed Skating","Viktor An",170,65,28
"Rhythmic Gymnastics","Mariya Yuryevna Tolkachova",176,53,18
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Freestyle Skiing","Pavel Andreyevich Nabokikh",178,70,24
"Tennis","Anastasiya Sergeyevna Pavlyuchenkova",177,72,25
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Biathlon","Yekaterina Ivanovna Glazyrina",165,56,26
"Swimming","Anastasiya Valeryevna Zuyeva-Fesikova",182,71,26
"Speed Skating","Denis Igorevich Yuskov",190,84,24
"Swimming","Yevgeny Nikolayevich Koptelov",190,72,22
"Bobsleigh","Aleksandr Vladimirovich Kasyanov",184,102,30
"Gymnastics","Mariya Valeryevna Paseka",161,48,21
"Ice Hockey","Olga Petrovna Sosina",163,77,21
"Alpine Skiing","Stepan Olegovich Zuyev",189,90,25
"Judo","Kirill Georgiyevich Denisov",182,90,28
"Cycling","Anton Sergeyevich Sintsov",170,62,31
"Canoeing","Ilya Anatolyevich Shtokalov",185,95,29
"Luge","Tatyana Ivanovna Ivanova",173,70,22
"Biathlon","Yekaterina Yevgenyevna Shumilova",173,57,27
"Water Polo","Nadezhda Sergeyevna Glyzina-Fedotova",175,68,28
"Fencing","Artur Kamilevich Akhmatkhuzin",187,79,28
"Swimming","Arina Pavlovna Opyonysheva",161,48,17
"Skeleton","Nikita Mikhaylovich Tregubov",188,85,18
"Ice Hockey","Alyona Andreyevna Khomich",168,53,32
"Cross Country Skiing","Anton Ildusovich Gafarov",175,70,27
"Cross Country Skiing","Nataliya Sergeyevna Zhukova",168,55,21
"Snowboarding","Yekaterina Nikolayevna Tudegesheva",162,65,26
"Triathlon","Dmitry Andreyevich Polyansky",182,69,29
"Figure Skating","Yury Yuryevich Larionov",181,72,27
"Cycling","Yaroslava Aleksandrovna Bondarenko",158,62,19
"Rowing","Vladislav Vadimovich Ryabtsev",196,96,28
"Table Tennis","Mariya Sergeyevna Dolgikh (Zelenova-)",176,62,29
"Snowboarding","Andrey Andreyevich Sobolev",184,73,24
"Ski Jumping","Denis Aleksandrovich Kornilov",179,62,27
"Short Track Speed Skating","Ruslan Albertovich Zakharov",173,72,26
"Rowing","Anton Sergeyevich Zarutsky",195,94,30
"Swimming","Andrey Dmitriyevich Shabasov",180,73,22
"Water Polo","Yevgeniya Viktorovna Soboleva-Khokhriakova",180,75,27
"Snowboarding","Yekaterina Nikolayevna Tudegesheva",162,65,26
"Speed Skating","Aleksey Yuryevich Yesin",181,80,26
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Speed Skating","Olga Borisovna Graf",160,56,30
"Ice Hockey","Svetlana Valeryevna Tkachova",170,60,29
"Cross Country Skiing","Nikita Valeryevich Kryukov",184,74,28
"Gymnastics","Angelina Romanovna Melnikova",151,44,16
"Badminton","Vladimir Vadimovich Malkov",188,79,30
"Wrestling","Islam-Beka Said-Tsilimovich Albiyev",165,66,27
"Volleyball","Tatyana Sergeyevna Kosheleva",191,67,27
"Boxing","Pyotr Mukhamedovich Khamukov",177,81,25
"Ice Hockey","Ilya Vladimirovich Nikulin",191,98,31
"Judo","Beslan Zaudinovich Mudranov",166,60,30
"Shooting","Kirill Akopovich Grigoryan",179,88,24
"Biathlon","Yana Sergeyevna Romanova",166,61,30
"Swimming","Veronika Andreyevna Popova",182,68,25
"Speed Skating","Aleksandr Vladimirovich Rumyantsev",185,80,27
"Bobsleigh","Nadezhda Sergeyevna Paleyeva",174,65,28
"Bobsleigh","Ilvir Ildarovich Khuzin",190,94,23
"Figure Skating","Yekaterina Aleksandrovna Bobrova",160,49,23
"Alpine Skiing","Aleksandr Viktorovich Khoroshilov",182,80,29
"Freestyle Skiing","Yuliya Anatolyevna Livinskaya",163,53,23
"Freestyle Skiing","Sergey Aleksandrovich Mozhayev",180,86,25
"Freestyle Skiing","Yelena Igorevna Muratova",164,62,27
"Shooting","Vladimir Vyacheslavovich Isakov",178,83,46
"Volleyball","Maksim Mikhaylovich Mikhaylov",202,103,28
"Fencing","Yekaterina Vladimirovna Dyachenko",167,53,28
"Tennis","Darya Sergeyevna Kasatkina",170,62,19
"Water Polo","Anna Viktorovna Timofeyeva",178,86,29
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Biathlon","Yana Sergeyevna Romanova",166,61,30
"Ice Hockey","Anton Sergeyevich Belov",192,92,27
"Beach Volleyball","Yekaterina Vladimirovna Khomyakova-Birlova",180,62,28
"Speed Skating","Denis Igorevich Yuskov",190,84,24
"Nordic Combined","Ernest Robertovich Yakhin",178,65,23
"Cross Country Skiing","Nataliya Sergeyevna Zhukova",168,55,21
"Ski Jumping","Aleksey Gennadyevich Romashov",175,64,21
"Handball","Vladlena Eduardovna Bobrovnikova",180,72,28
"Beach Volleyball","Vyacheslav Borisovich Krasilnikov",196,90,25
"Swimming","Darya Konstantinovna Ustinova",183,70,17
"Ice Hockey","Vladimir Andreyevich Tarasenko",184,92,22
"Synchronized Swimming","Vlada Aleksandrovna Chigiryova",162,46,21
"Handball","Yekaterina Fyodorovna Ilyina",174,60,25
"Fencing","Timur Marselevich Safin",182,82,23
"Speed Skating","Olga Borisovna Graf",160,56,30
"Shooting","Fyodor Vladimirovich Vlasov",179,93,32
"Cycling","Irina Nikolayevna Kalentyeva",155,45,38
"Ski Jumping","Denis Aleksandrovich Kornilov",179,62,27
"Curling","Yekaterina Vladimirovna Galkina",170,58,25
"Fencing","Artur Kamilevich Akhmatkhuzin",187,79,28
"Gymnastics","Aliya Farkhatovna Mustafina",162,48,21
"Alpine Skiing","Mariya Andreyevna Bedaryova",170,70,21
"Ski Jumping","Aleksey Gennadyevich Romashov",175,64,21
"Snowboarding","Yekaterina Sergeyevna Ilyukhina",157,60,26
"Snowboarding","Nataliya Andreyevna Soboleva",170,54,18
"Biathlon","Olga Gennadyevna Vilukhina",172,65,25
"Cross Country Skiing","Nataliya Sergeyevna Zhukova",168,55,21
"Rhythmic Gymnastics","Anastasiya Ilyinichna Bliznyuk",173,51,22
"Bobsleigh","Nikita Vladimirovich Zakharov",186,86,26
"Diving","Yevgeny Vladimirovich Kuznetsov",170,64,26
"Sailing","Alisa Andreyevna Kirilyuk",165,57,26
"Biathlon","Aleksandr Viktorovich Loginov",177,70,22
"Biathlon","Olga Gennadyevna Vilukhina",172,65,25
"Snowboarding","Andrey Andreyevich Sobolev",184,73,24
"Freestyle Skiing","Sergey Valeryevich Volkov",178,83,26
"Snowboarding","Victor Ivan ""Vic"" Wild",179,82,27
"Gymnastics","Aliya Farkhatovna Mustafina",162,48,21
"Biathlon","Yekaterina Yevgenyevna Shumilova",173,57,27
"Cross Country Skiing","Maksim Mikhaylovich Vylegzhanin",174,68,31
"Gymnastics","Angelina Romanovna Melnikova",151,44,16
"Short Track Speed Skating","Viktor An",170,65,28
"Shooting","Vitaly Vitalyevich Fokeyev",180,86,42
"Swimming","Darya Konstantinovna Ustinova",183,70,17
"Gymnastics","Aliya Farkhatovna Mustafina",162,48,21
"Gymnastics","Aliya Farkhatovna Mustafina",162,48,21
"Synchronized Swimming","Aleksandra Vyacheslavovna Patskevich",169,69,27
"Rowing","Nikita Andreyevich Morgachov",196,98,35
"Taekwondo","Aleksey Alekseyevich Denisenko",185,68,22
"Speed Skating","Aleksandr Vladimirovich Rumyantsev",185,80,27
"Ice Hockey","Aleksandr Mikhaylovich Ovechkin",189,99,28
"Tennis","Yekaterina Valeryevna Makarova",176,65,28
"Ski Jumping","Aleksey Gennadyevich Romashov",175,64,21
"Cross Country Skiing","Nikita Valeryevich Kryukov",184,74,28
"Alpine Skiing","Aleksandr ""Alek"" Glebov",180,84,30
"Swimming","Yuliya Andreyevna Yefimova",178,64,24
"Speed Skating","Denis Igorevich Yuskov",190,84,24
"Tennis","Yevgeny Yevganyevich Donskoy",185,74,26
"Freestyle Skiing","Yekaterina Andreyevna Stolyarova",176,55,25
"Speed Skating","Igor Alekseyevich Bogolyubsky",182,81,28
"Ice Hockey","Angelina Pavlovna Goncharenko",177,71,19
"Snowboarding","Anton Glebovich Koprivitsa",172,68,22
"Water Polo","Yevgeniya Andreyevna Ivanova",176,68,29
"Swimming","Arina Pavlovna Opyonysheva",161,48,17
"Alpine Skiing","Pavel Sergeyevich Trikhichev",177,74,21
"Cycling","Sergey Vitalyevich Chernetsky",176,63,26
"Alpine Skiing","Stepan Olegovich Zuyev",189,90,25
"Diving","Viktor Eduardovich Minibayev",173,63,25
"Swimming","Yevgeny Nikolayevich Koptelov",190,72,22
"Water Polo","Yekaterina Andreyevna Pantyulina-Lisunova",175,64,26
"Canoeing","Ilya Alekseyevich Pervukhin",183,82,25
"Handball","Marina Vladimirovna Sudakova (Yartseva-)",165,66,27
"Handball","Polina Viktorovna Kuznetsova (Vyakhireva-)",168,60,29
"Cross Country Skiing","Maksim Mikhaylovich Vylegzhanin",174,68,31
"Alpine Skiing","Pavel Sergeyevich Trikhichev",177,74,21
"Swimming","Arina Pavlovna Opyonysheva",161,48,17
"Equestrianism","Andrey Valentinovich Mitin",174,80,46
"Table Tennis","Polina Yuryevna Mikhaylova",168,60,29
"Swimming","Arina Pavlovna Opyonysheva",161,48,17
"Swimming","Danila Sergeyevich ""Dan"" Izotov",192,90,24
"Ice Hockey","Aleksandra Aleksandrovna Vafina",165,58,23
"Speed Skating","Denis Igorevich Yuskov",190,84,24
"Diving","Yuliya Vladimirovna Timoshinina",157,46,18
"Freestyle Skiing","Yelizaveta Andreyevna Chesnokova",163,53,17
"Equestrianism","Andrey Valentinovich Mitin",174,80,46
"Alpine Skiing","Pavel Sergeyevich Trikhichev",177,74,21
"Gymnastics","Denis Mikhaylovich Ablyazin",161,62,24
"Alpine Skiing","Pavel Sergeyevich Trikhichev",177,74,21
"Cross Country Skiing","Nataliya Sergeyevna Zhukova",168,55,21
"Badminton","Ivan Andreyevich Sozonov",180,78,27
"Biathlon","Yevgeny Aleksandrovich Garanichev",169,68,25
"Speed Skating","Yevgeny Sergeyevich Seryayev",175,71,25
"Swimming","Yevgeny Nikolayevich Koptelov",190,72,22
"Ice Hockey","Fyodor Anatolyevich Tyutin",188,95,30
"Snowboarding","Victor Ivan ""Vic"" Wild",179,82,27
"Figure Skating","Yekaterina Aleksandrovna Bobrova",160,49,23
"Gymnastics","Denis Mikhaylovich Ablyazin",161,62,24
"Swimming","Danila Sergeyevich ""Dan"" Izotov",192,90,24
"Biathlon","Olga Gennadyevna Vilukhina",172,65,25
"Biathlon","Olga Gennadyevna Vilukhina",172,65,25
"Snowboarding","Nataliya Andreyevna Soboleva",170,54,18
"Cycling","Nikita Aleksandrovich Shurshin",192,96,23
"Cross Country Skiing","Stanislav Valentinovich Volzhentsev",185,77,28
"Cross Country Skiing","Maksim Mikhaylovich Vylegzhanin",174,68,31
"Ice Hockey","Andrey Viktorovich Markov",183,92,35
"Ice Hockey","Sergey Andreyevich Bobrovsky",188,86,25
"Ski Jumping","Denis Aleksandrovich Kornilov",179,62,27
"Modern Pentathlon","Gulnaz Radikovna Gubaydullina",164,51,24
"Speed Skating","Yuliya Igorevna Skokova",175,71,31
"Gymnastics","Nikita Vladimirovich Nagorny",166,67,19
"Ice Hockey","Yelena Nikolayevna Dergachova",159,57,18
"Alpine Skiing","Sergey Vladimirovich Maytakov",184,77,24
"Volleyball","Darya Nikolayevna Malygina",202,82,22
"Fencing","Yekaterina Vladimirovna Dyachenko",167,53,28
"Figure Skating","Tetiana Andrivna Volosozhar",159,44,27
"Rhythmic Gymnastics","Yana Alekseyevna Kudryavtseva",170,47,18
"Archery","Inna Yakovlevna Stepanova",176,63,26
"Canoeing","Kira Valeryevna Stepanova",183,81,22
"Freestyle Skiing","Regina Zafarovna Rakhimova",160,57,24
"Synchronized Swimming","Mariya Vladimirovna Shurochkina",164,48,21
"Speed Skating","Yuliya Igorevna Skokova",175,71,31
"Alpine Skiing","Mariya Andreyevna Bedaryova",170,70,21
"Speed Skating","Yuliya Igorevna Skokova",175,71,31
"Archery","Kseniya Vitalyevna Perova",169,77,27
"Archery","Inna Yakovlevna Stepanova",176,63,26
"Gymnastics","Denis Mikhaylovich Ablyazin",161,62,24
"Speed Skating","Yekaterina Aleksandrovna Malysheva",169,57,27
"Cross Country Skiing","Maksim Mikhaylovich Vylegzhanin",174,68,31
"Biathlon","Olga Gennadyevna Vilukhina",172,65,25
"Gymnastics","Denis Mikhaylovich Ablyazin",161,62,24
"Cross Country Skiing","Konstantin Nikolayevich Glavatskikh",174,72,28
"Figure Skating","Tetiana Andrivna Volosozhar",159,44,27
"Freestyle Skiing","Marika Avtandilovna Pertakhiya",170,56,21
"Canoeing","Oleg Aleksandrovich Zhestkov",190,98,29
"Wrestling","Ibragim Suleymanovich Labazanov",164,59,28
"Water Polo","Anastasiya Dmitriyevna Simanovich",174,69,21
"Speed Skating","Yuliya Igorevna Skokova",175,71,31
"Athletics","Claudette Mukasakindi",160,50,33
"Cycling","Adrien Niyonshuti",165,68,29
"Swimming","Brandon Schuster",188,75,18
"Weightlifting","Mary Opeloge",152,75,24
"Swimming","Evelina Afoa",162,60,17
"Weightlifting","Vaipava Nevo Ioane",152,62,28
"Athletics","Jeremy Dodson",180,72,28
"Basketball","Fatou Dieng",167,60,32
"Basketball","Mame-Marie Sy-Diop",185,82,31
"Basketball","Oumou Kalsoum Tour",189,86,28
"Basketball","Lala Wane",179,78,27
"Basketball","Marie-Sadio Beatrice Rosch",190,80,28
"Canoeing","Jean-Pierre Renan Bourhis",178,73,21
"Taekwondo","Balla Diye",188,68,35
"Wrestling","Isabelle Sambou",155,53,35
"Wrestling","Adama Diatta",165,57,27
"Basketball","Bintou Dim",167,58,32
"Athletics","Amy Sne",175,80,30
"Basketball","Astou Traor",185,75,35
"Athletics","Amadou Ndiaye",180,80,23
"Basketball","Maimouna Diarra",198,90,25
"Swimming","Abdoul Khadre Mbaye Niane",190,90,27
"Basketball","Ada Fall",193,95,29
"Fencing","Alexandre Bouzaid",168,75,35
"Swimming","Awa Ly Ndiaye",169,53,16
"Basketball","Oumoul Khairy Thiam",179,68,26
"Basketball","Aya Traor",183,75,33
"Judo","Hortence Didhiou",165,57,32
"Basketball","Mame Diodio Diouf",170,70,31
"Swimming","Alexus Lucienne Laird",172,61,23
"Judo","Dominic Dugasse",188,99,31
"Swimming","Adam Viktora",188,94,19
"Boxing","Andrique Allisop",171,60,23
"Sailing","Allan Julie",181,91,39
"Athletics","Ned Justeen Azemia",177,65,18
"Sailing","Rodney Govinden",179,84,31
"Sailing","Jean-Marc Gardette",169,68,32
"Athletics","Lissa Mary Audrey Labiche",172,55,23
"Weightlifting","Rick Yves Confiance",165,62,22
"Swimming","Quah Ting Wen",175,60,23
"Sailing","Yin Yue ""Elizabeth"" Yin",167,70,24
"Badminton","Zi Liang ""Derek"" Wong",176,69,27
